experiment,id,condition,phase,item,exposure,word,word_type,selected_object,target_selected,input
3,72,Conflict-first,test,43,test,glemp,filler,acorn,0,foil3_4_1
3,72,Conflict-first,test,44,test,heek,filler,screwdriver,0,foil4_3
3,72,Conflict-first,test,45,test,toma,filler,goggles,0,foil1_2_2
3,72,Conflict-first,test,46,test,ruftin,filler,saw,0,foil1_1_3
3,72,Conflict-first,test,47,test,nortle,filler,paperclip,0,foil3_1_3
3,72,Conflict-first,test,48,test,vep,filler,ruler,0,foil3_2_4
3,72,Conflict-first,test,49,test,kuabid,filler,pliers,0,foil3_4_3
3,72,Conflict-first,test,50,test,dax,filler,stapler,0,foil2_2_1
3,72,Conflict-first,test,51,test,smick,filler,sandwich,0,foil1_3_2
3,72,Conflict-first,test,52,test,channer,filler,bowlingpin,0,foil3_3_3
3,72,Conflict-first,test,53,test,yate,target,tuba,0,foil3_1_2
3,72,Conflict-first,test,54,test,fendle,target,bag,1,target_2
3,72,Conflict-first,test,55,test,mipen,target,bat,1,target_4
3,72,Conflict-first,test,56,test,zum,target,pinecone,0,foil4_3
3,72,Conflict-first,debrief,other languages,NA,NA,NA,NA,NA,no
3,72,Conflict-first,debrief,Cheat,NA,NA,NA,NA,NA,My data is good
3,72,Conflict-first,debrief,Strategies,NA,NA,NA,NA,NA,i try to remember the words
3,72,Conflict-first,debrief,WriteDown,NA,NA,NA,NA,NA,no
3,72,Conflict-first,debrief,Other,NA,NA,NA,NA,NA,interesting
3,73,Confirm-first,learning,1,1,glemp,filler,eraser,0,obj4_1
3,73,Confirm-first,learning,2,1,heek,filler,broccoli,0,obj1_1
3,73,Confirm-first,learning,3,1,toma,filler,bus,0,obj1_1
3,73,Confirm-first,learning,4,1,ruftin,filler,hat,0,obj4_1
3,73,Confirm-first,learning,5,1,nortle,filler,acorn,0,obj1_1
3,73,Confirm-first,learning,6,1,vep,filler,mitt,0,obj2_1
3,73,Confirm-first,learning,7,1,kuabid,filler,skateboard,0,obj3_1
3,73,Confirm-first,learning,8,1,dax,filler,shoe,0,obj1_1
3,73,Confirm-first,learning,9,1,smick,filler,sandwich,0,obj1_1
3,73,Confirm-first,learning,10,1,channer,filler,screwdriver,0,obj3_1
3,73,Confirm-first,learning,11,1,yate,target,orchid,1,obj1_1
3,73,Confirm-first,learning,12,1,fendle,target,bike,1,obj1_1
3,73,Confirm-first,learning,13,1,mipen,target,hammer,1,obj3_1
3,73,Confirm-first,learning,14,1,zum,target,mouse,1,obj4_1
3,73,Confirm-first,learning,15,2,yate,target,chair,0,obj2_4
3,73,Confirm-first,learning,16,2,fendle,target,car,1,obj3_1
3,73,Confirm-first,learning,17,2,mipen,target,pencil,0,obj4_1
3,73,Confirm-first,learning,18,2,zum,target,mouse,1,obj1_4
3,73,Confirm-first,learning,19,1,yate,target,sunflower,0,obj4_1
3,73,Confirm-first,learning,20,1,fendle,target,shirt,0,obj1_1
3,73,Confirm-first,learning,21,1,mipen,target,shovel,0,obj1_1
3,73,Confirm-first,learning,22,1,zum,target,train,0,obj2_1
3,73,Confirm-first,learning,23,2,glemp,filler,glove,1,obj1_4
3,73,Confirm-first,learning,24,2,heek,filler,scissors,0,obj2_1
3,73,Confirm-first,learning,25,2,toma,filler,sofa,0,obj2_1
3,73,Confirm-first,learning,26,2,ruftin,filler,desk,1,obj1_4
3,73,Confirm-first,learning,27,2,nortle,filler,dresser,0,obj2_1
3,73,Confirm-first,learning,28,2,vep,filler,notebook,1,obj1_2
3,73,Confirm-first,learning,29,2,kuabid,filler,controller,1,obj3_4
3,73,Confirm-first,learning,30,2,dax,filler,ruler,0,obj2_1
3,73,Confirm-first,learning,31,2,smick,filler,headphone,0,obj4_4
3,73,Confirm-first,learning,32,2,channer,filler,hammer,0,obj4_1
3,73,Confirm-first,learning,33,3,glemp,filler,glove,1,obj1_4
3,73,Confirm-first,learning,34,3,heek,filler,plane,0,obj3_2
3,73,Confirm-first,learning,35,3,toma,filler,guitar,0,obj4_4
3,73,Confirm-first,learning,36,3,ruftin,filler,desk,1,obj1_4
3,73,Confirm-first,learning,37,3,nortle,filler,bookcase,0,obj4_4
3,73,Confirm-first,learning,38,3,vep,filler,notebook,1,obj1_2
3,73,Confirm-first,learning,39,3,kuabid,filler,dresser,1,obj1_3
3,73,Confirm-first,learning,40,3,dax,filler,camera,0,obj4_2
3,73,Confirm-first,learning,41,3,smick,filler,pencil,1,obj1_2
3,73,Confirm-first,learning,42,3,channer,filler,lamp,1,obj1_4
3,73,Confirm-first,test,43,test,glemp,filler,glove,1,target_4
3,73,Confirm-first,test,44,test,heek,filler,broccoli,0,foil1_3_2
3,73,Confirm-first,test,45,test,toma,filler,sofa,0,foil2_1_1
3,73,Confirm-first,test,46,test,ruftin,filler,hat,0,foil1_1_4
3,73,Confirm-first,test,47,test,nortle,filler,strawberry,0,foil2_2_1
3,73,Confirm-first,test,48,test,vep,filler,notebook,1,target_2
3,73,Confirm-first,test,49,test,kuabid,filler,dresser,1,target_3
3,73,Confirm-first,test,50,test,dax,filler,ruler,0,foil2_1_1
3,73,Confirm-first,test,51,test,smick,filler,pencil,1,target_2
3,73,Confirm-first,test,52,test,channer,filler,lamp,1,target_4
3,73,Confirm-first,test,53,test,yate,target,sunflower,0,foil3_1_4
3,73,Confirm-first,test,54,test,fendle,target,bike,1,target_1
3,73,Confirm-first,test,55,test,mipen,target,dress,0,foil1_3_3
3,73,Confirm-first,test,56,test,zum,target,mouse,1,target_4
3,73,Confirm-first,debrief,other languages,NA,NA,NA,NA,NA,no
3,73,Confirm-first,debrief,Cheat,NA,NA,NA,NA,NA,My data is good
3,73,Confirm-first,debrief,Strategies,NA,NA,NA,NA,NA,I did not use any strategies to learn the words. I feel that I did not learn any of the words though since I didn't use a strategy.
3,73,Confirm-first,debrief,WriteDown,NA,NA,NA,NA,NA,No
3,73,Confirm-first,debrief,Other,NA,NA,NA,NA,NA,I did not randomly click through the survey. I always tried to give my best guess but I feel that this method of teaching did not help to teach me any of the words.
3,74,Conflict-first,learning,1,1,glemp,filler,glove,0,obj1_1
3,74,Conflict-first,learning,2,1,heek,filler,pliers,0,obj3_1
3,74,Conflict-first,learning,3,1,toma,filler,bus,0,obj1_1
3,74,Conflict-first,learning,4,1,ruftin,filler,saw,0,obj3_1
3,74,Conflict-first,learning,5,1,nortle,filler,acorn,0,obj1_1
3,74,Conflict-first,learning,6,1,vep,filler,scissors,0,obj4_1
3,74,Conflict-first,learning,7,1,kuabid,filler,dresser,0,obj4_1
3,74,Conflict-first,learning,8,1,dax,filler,shoe,0,obj1_1
3,74,Conflict-first,learning,9,1,smick,filler,sandwich,0,obj1_1
3,74,Conflict-first,learning,10,1,channer,filler,phone,0,obj2_1
3,74,Conflict-first,learning,11,1,yate,target,sunflower,0,obj4_1
3,74,Conflict-first,learning,12,1,fendle,target,ruler,0,obj4_1
3,74,Conflict-first,learning,13,1,mipen,target,stapler,0,obj4_1
3,74,Conflict-first,learning,14,1,zum,target,bowlingpin,0,obj3_1
3,74,Conflict-first,learning,15,1,yate,target,apple,1,obj2_1
3,74,Conflict-first,learning,16,1,fendle,target,bookcase,1,obj3_1
3,74,Conflict-first,learning,17,1,mipen,target,hammer,1,obj3_1
3,74,Conflict-first,learning,18,1,zum,target,clarinet,1,obj3_1
3,74,Conflict-first,learning,19,2,yate,target,apple,1,obj1_2
3,74,Conflict-first,learning,20,2,fendle,target,mitt,0,obj4_4
3,74,Conflict-first,learning,21,2,mipen,target,pencil,0,obj4_1
3,74,Conflict-first,learning,22,2,zum,target,clarinet,1,obj1_3
3,74,Conflict-first,learning,23,2,glemp,filler,tuba,0,obj2_1
3,74,Conflict-first,learning,24,2,heek,filler,bowlingpin,1,obj3_1
3,74,Conflict-first,learning,25,2,toma,filler,sofa,0,obj2_1
3,74,Conflict-first,learning,26,2,ruftin,filler,printer,0,obj2_3
3,74,Conflict-first,learning,27,2,nortle,filler,headphone,1,obj1_1
3,74,Conflict-first,learning,28,2,vep,filler,shuttlecock,1,obj3_1
3,74,Conflict-first,learning,29,2,kuabid,filler,pencil,0,obj2_4
3,74,Conflict-first,learning,30,2,dax,filler,racket,1,obj1_1
3,74,Conflict-first,learning,31,2,smick,filler,eraser,1,obj3_2
3,74,Conflict-first,learning,32,2,channer,filler,screwdriver,1,obj1_2
3,74,Conflict-first,learning,33,3,glemp,filler,helmet,1,obj1_2
3,74,Conflict-first,learning,34,3,heek,filler,ball,0,obj2_2
3,74,Conflict-first,learning,35,3,toma,filler,controller,1,obj1_2
3,74,Conflict-first,learning,36,3,ruftin,filler,desk,1,obj1_4
3,74,Conflict-first,learning,37,3,nortle,filler,headphone,1,obj1_1
3,74,Conflict-first,learning,38,3,vep,filler,strawberry,0,obj3_2
3,74,Conflict-first,learning,39,3,kuabid,filler,paperclip,1,obj1_1
3,74,Conflict-first,learning,40,3,dax,filler,mouse,0,obj2_1
3,74,Conflict-first,learning,41,3,smick,filler,saw,0,obj3_4
3,74,Conflict-first,learning,42,3,channer,filler,scissors,0,obj3_1
3,74,Conflict-first,test,43,test,glemp,filler,eraser,0,foil1_2_2
3,74,Conflict-first,test,44,test,heek,filler,shovel,0,foil2_3_4
3,74,Conflict-first,test,45,test,toma,filler,controller,1,target_2
3,74,Conflict-first,test,46,test,ruftin,filler,desk,1,target_4
3,74,Conflict-first,test,47,test,nortle,filler,headphone,1,target_1
3,74,Conflict-first,test,48,test,vep,filler,scissors,0,foil1_1_4
3,74,Conflict-first,test,49,test,kuabid,filler,paperclip,1,target_1
3,74,Conflict-first,test,50,test,dax,filler,shoe,0,foil1_1_1
3,74,Conflict-first,test,51,test,smick,filler,sandwich,0,foil1_1_1
3,74,Conflict-first,test,52,test,channer,filler,screwdriver,1,target_2
3,74,Conflict-first,test,53,test,yate,target,apple,1,target_2
3,74,Conflict-first,test,54,test,fendle,target,ruler,0,foil3_1_4
3,74,Conflict-first,test,55,test,mipen,target,pencil,0,foil2_3_1
3,74,Conflict-first,test,56,test,zum,target,clarinet,1,target_3
3,74,Conflict-first,debrief,other languages,NA,NA,NA,NA,NA,no
3,74,Conflict-first,debrief,Cheat,NA,NA,NA,NA,NA,My data is good
3,74,Conflict-first,debrief,Strategies,NA,NA,NA,NA,NA,Associate object with the sound
3,74,Conflict-first,debrief,WriteDown,NA,NA,NA,NA,NA,No
3,74,Conflict-first,debrief,Other,NA,NA,NA,NA,NA,NA
3,75,Confirm-first,learning,1,1,glemp,filler,eraser,0,obj4_1
3,75,Confirm-first,learning,2,1,heek,filler,broccoli,0,obj1_1
3,75,Confirm-first,learning,3,1,toma,filler,bus,0,obj1_1
3,75,Confirm-first,learning,4,1,ruftin,filler,saw,0,obj3_1
3,75,Confirm-first,learning,5,1,nortle,filler,acorn,0,obj1_1
3,75,Confirm-first,learning,6,1,vep,filler,mitt,0,obj2_1
3,75,Confirm-first,learning,7,1,kuabid,filler,paperclip,0,obj2_1
3,75,Confirm-first,learning,8,1,dax,filler,racket,0,obj2_1
3,75,Confirm-first,learning,9,1,smick,filler,sandwich,0,obj1_1
3,75,Confirm-first,learning,10,1,channer,filler,harp,0,obj4_1
3,75,Confirm-first,learning,11,1,yate,target,apple,1,obj2_1
3,75,Confirm-first,learning,12,1,fendle,target,bag,1,obj2_1
3,75,Confirm-first,learning,13,1,mipen,target,dress,1,obj2_1
3,75,Confirm-first,learning,14,1,zum,target,clarinet,1,obj3_1
3,75,Confirm-first,learning,15,2,yate,target,pliers,1,obj3_1
3,75,Confirm-first,learning,16,2,fendle,target,bag,1,obj1_2
3,75,Confirm-first,learning,17,2,mipen,target,dress,1,obj1_2
3,75,Confirm-first,learning,18,2,zum,target,clarinet,1,obj1_3
3,75,Confirm-first,learning,19,1,yate,target,sunflower,0,obj4_1
3,75,Confirm-first,learning,20,1,fendle,target,ruler,0,obj4_1
3,75,Confirm-first,learning,21,1,mipen,target,violin,0,obj2_1
3,75,Confirm-first,learning,22,1,zum,target,train,0,obj2_1
3,75,Confirm-first,learning,23,2,glemp,filler,glove,1,obj1_4
3,75,Confirm-first,learning,24,2,heek,filler,scissors,0,obj2_1
3,75,Confirm-first,learning,25,2,toma,filler,sofa,0,obj2_1
3,75,Confirm-first,learning,26,2,ruftin,filler,hat,1,obj1_3
3,75,Confirm-first,learning,27,2,nortle,filler,headphone,1,obj1_1
3,75,Confirm-first,learning,28,2,vep,filler,notebook,1,obj1_2
3,75,Confirm-first,learning,29,2,kuabid,filler,skateboard,1,obj1_2
3,75,Confirm-first,learning,30,2,dax,filler,pinecone,1,obj1_2
3,75,Confirm-first,learning,31,2,smick,filler,bag,0,obj2_1
3,75,Confirm-first,learning,32,2,channer,filler,lamp,1,obj1_4
3,75,Confirm-first,learning,33,3,glemp,filler,glove,1,obj1_4
3,75,Confirm-first,learning,34,3,heek,filler,pliers,1,obj1_2
3,75,Confirm-first,learning,35,3,toma,filler,boat,0,obj2_4
3,75,Confirm-first,learning,36,3,ruftin,filler,hat,1,obj1_3
3,75,Confirm-first,learning,37,3,nortle,filler,headphone,1,obj1_1
3,75,Confirm-first,learning,38,3,vep,filler,flute,0,obj2_4
3,75,Confirm-first,learning,39,3,kuabid,filler,skateboard,1,obj1_2
3,75,Confirm-first,learning,40,3,dax,filler,pinecone,1,obj1_2
3,75,Confirm-first,learning,41,3,smick,filler,bat,0,obj2_2
3,75,Confirm-first,learning,42,3,channer,filler,lamp,1,obj1_4
3,75,Confirm-first,test,43,test,glemp,filler,glove,1,target_4
3,75,Confirm-first,test,44,test,heek,filler,pliers,1,target_2
3,75,Confirm-first,test,45,test,toma,filler,bus,0,foil1_3_2
3,75,Confirm-first,test,46,test,ruftin,filler,hat,1,target_3
3,75,Confirm-first,test,47,test,nortle,filler,headphone,1,target_1
3,75,Confirm-first,test,48,test,vep,filler,ruler,0,foil3_2_4
3,75,Confirm-first,test,49,test,kuabid,filler,skateboard,1,target_2
3,75,Confirm-first,test,50,test,dax,filler,pinecone,1,target_2
3,75,Confirm-first,test,51,test,smick,filler,bat,0,foil3_1_2
3,75,Confirm-first,test,52,test,channer,filler,lamp,1,target_4
3,75,Confirm-first,test,53,test,yate,target,tuba,0,foil3_3_4
3,75,Confirm-first,test,54,test,fendle,target,bag,1,target_2
3,75,Confirm-first,test,55,test,mipen,target,shovel,0,foil3_4_2
3,75,Confirm-first,test,56,test,zum,target,train,0,foil3_1_2
3,75,Confirm-first,debrief,other languages,NA,NA,NA,NA,NA,yes
3,75,Confirm-first,debrief,Cheat,NA,NA,NA,NA,NA,My data is good
3,75,Confirm-first,debrief,Strategies,NA,NA,NA,NA,NA,Try to find onomatopoeia in the words or find words that should have relatively long names or short names for objects
3,75,Confirm-first,debrief,WriteDown,NA,NA,NA,NA,NA,I simply compared objects to one another
3,75,Confirm-first,debrief,Other,NA,NA,NA,NA,NA,none
3,76,Conflict-first,learning,1,1,glemp,filler,eraser,0,obj4_1
3,76,Conflict-first,learning,2,1,heek,filler,pliers,0,obj3_1
3,76,Conflict-first,learning,3,1,toma,filler,flute,0,obj2_1
3,76,Conflict-first,learning,4,1,ruftin,filler,hat,0,obj4_1
3,76,Conflict-first,learning,5,1,nortle,filler,acorn,0,obj1_1
3,76,Conflict-first,learning,6,1,vep,filler,notebook,0,obj3_1
3,76,Conflict-first,learning,7,1,kuabid,filler,dresser,0,obj4_1
3,76,Conflict-first,learning,8,1,dax,filler,shoe,0,obj1_1
3,76,Conflict-first,learning,9,1,smick,filler,sandwich,0,obj1_1
3,76,Conflict-first,learning,10,1,channer,filler,phone,0,obj2_1
3,76,Conflict-first,learning,11,1,yate,target,shuttlecock,0,obj3_1
3,76,Conflict-first,learning,12,1,fendle,target,ruler,0,obj4_1
3,76,Conflict-first,learning,13,1,mipen,target,violin,0,obj2_1
3,76,Conflict-first,learning,14,1,zum,target,train,0,obj2_1
3,76,Conflict-first,learning,15,1,yate,target,bed,1,obj3_1
3,76,Conflict-first,learning,16,1,fendle,target,bike,1,obj1_1
3,76,Conflict-first,learning,17,1,mipen,target,hammer,1,obj3_1
3,76,Conflict-first,learning,18,1,zum,target,clarinet,1,obj3_1
3,76,Conflict-first,learning,19,2,yate,target,broccoli,1,obj3_3
3,76,Conflict-first,learning,20,2,fendle,target,pineapple,0,obj4_3
3,76,Conflict-first,learning,21,2,mipen,target,hammer,1,obj1_3
3,76,Conflict-first,learning,22,2,zum,target,clarinet,1,obj1_3
3,76,Conflict-first,learning,23,2,glemp,filler,sock,0,obj2_4
3,76,Conflict-first,learning,24,2,heek,filler,shovel,0,obj4_4
3,76,Conflict-first,learning,25,2,toma,filler,controller,1,obj1_2
3,76,Conflict-first,learning,26,2,ruftin,filler,desk,1,obj1_4
3,76,Conflict-first,learning,27,2,nortle,filler,headphone,1,obj1_1
3,76,Conflict-first,learning,28,2,vep,filler,scissors,1,obj1_3
3,76,Conflict-first,learning,29,2,kuabid,filler,tuba,0,obj4_3
3,76,Conflict-first,learning,30,2,dax,filler,racket,1,obj1_1
3,76,Conflict-first,learning,31,2,smick,filler,eraser,1,obj3_2
3,76,Conflict-first,learning,32,2,channer,filler,hammer,0,obj4_1
3,76,Conflict-first,learning,33,3,glemp,filler,apple,0,obj4_1
3,76,Conflict-first,learning,34,3,heek,filler,shuttlecock,0,obj4_3
3,76,Conflict-first,learning,35,3,toma,filler,controller,1,obj1_2
3,76,Conflict-first,learning,36,3,ruftin,filler,harp,0,obj3_1
3,76,Conflict-first,learning,37,3,nortle,filler,headphone,1,obj1_1
3,76,Conflict-first,learning,38,3,vep,filler,scissors,1,obj1_3
3,76,Conflict-first,learning,39,3,kuabid,filler,paperclip,1,obj1_1
3,76,Conflict-first,learning,40,3,dax,filler,racket,1,obj1_1
3,76,Conflict-first,learning,41,3,smick,filler,eraser,0,obj4_1
3,76,Conflict-first,learning,42,3,channer,filler,keyboard,0,obj2_1
3,76,Conflict-first,test,43,test,glemp,filler,acorn,0,foil3_4_1
3,76,Conflict-first,test,44,test,heek,filler,shuttlecock,0,foil3_3_3
3,76,Conflict-first,test,45,test,toma,filler,controller,1,target_2
3,76,Conflict-first,test,46,test,ruftin,filler,violin,0,foil2_2_2
3,76,Conflict-first,test,47,test,nortle,filler,headphone,1,target_1
3,76,Conflict-first,test,48,test,vep,filler,scissors,1,target_3
3,76,Conflict-first,test,49,test,kuabid,filler,paperclip,1,target_1
3,76,Conflict-first,test,50,test,dax,filler,racket,1,target_1
3,76,Conflict-first,test,51,test,smick,filler,eraser,0,foil3_3_1
3,76,Conflict-first,test,52,test,channer,filler,keyboard,0,foil3_1_1
3,76,Conflict-first,test,53,test,yate,target,shuttlecock,0,foil3_1_3
3,76,Conflict-first,test,54,test,fendle,target,ruler,0,foil3_1_4
3,76,Conflict-first,test,55,test,mipen,target,stapler,0,foil3_3_2
3,76,Conflict-first,test,56,test,zum,target,shoe,0,foil4_1
3,76,Conflict-first,debrief,other languages,NA,NA,NA,NA,NA,no
3,76,Conflict-first,debrief,Cheat,NA,NA,NA,NA,NA,My data is good
3,76,Conflict-first,debrief,Strategies,NA,NA,NA,NA,NA,I tried to remember what I chose the last time I heard the word and determined if my original guess was still one of the available options. If it was%2C I tried selected it again. If not%2C I had to try to remember if any of the other options were present the first time as I decided on a new guess.
3,76,Conflict-first,debrief,WriteDown,NA,NA,NA,NA,NA,No
3,76,Conflict-first,debrief,Other,NA,NA,NA,NA,NA,NA
3,77,Conflict-first,learning,1,1,glemp,filler,glove,0,obj1_1
3,77,Conflict-first,learning,2,1,heek,filler,broccoli,0,obj1_1
3,77,Conflict-first,learning,3,1,toma,filler,flute,0,obj2_1
3,77,Conflict-first,learning,4,1,ruftin,filler,hat,0,obj4_1
3,77,Conflict-first,learning,5,1,nortle,filler,acorn,0,obj1_1
3,77,Conflict-first,learning,6,1,vep,filler,pineapple,0,obj1_1
3,77,Conflict-first,learning,7,1,kuabid,filler,paperclip,0,obj2_1
3,77,Conflict-first,learning,8,1,dax,filler,pinecone,0,obj3_1
3,77,Conflict-first,learning,9,1,smick,filler,pencil,0,obj3_1
3,77,Conflict-first,learning,10,1,channer,filler,screwdriver,0,obj3_1
3,77,Conflict-first,learning,11,1,yate,target,sunflower,0,obj4_1
3,77,Conflict-first,learning,12,1,fendle,target,ruler,0,obj4_1
3,77,Conflict-first,learning,13,1,mipen,target,shovel,0,obj1_1
3,77,Conflict-first,learning,14,1,zum,target,train,0,obj2_1
3,77,Conflict-first,learning,15,1,yate,target,orchid,1,obj1_1
3,77,Conflict-first,learning,16,1,fendle,target,bookcase,1,obj3_1
3,77,Conflict-first,learning,17,1,mipen,target,hammer,1,obj3_1
3,77,Conflict-first,learning,18,1,zum,target,banana,1,obj2_1
3,77,Conflict-first,learning,19,2,yate,target,orchid,1,obj1_1
3,77,Conflict-first,learning,20,2,fendle,target,bookcase,1,obj1_3
3,77,Conflict-first,learning,21,2,mipen,target,hammer,1,obj1_3
3,77,Conflict-first,learning,22,2,zum,target,eraser,1,obj3_1
3,77,Conflict-first,learning,23,2,glemp,filler,tuba,0,obj2_1
3,77,Conflict-first,learning,24,2,heek,filler,scissors,0,obj2_1
3,77,Conflict-first,learning,25,2,toma,filler,stapler,0,obj2_2
3,77,Conflict-first,learning,26,2,ruftin,filler,shovel,1,obj3_1
3,77,Conflict-first,learning,27,2,nortle,filler,ruler,1,obj3_3
3,77,Conflict-first,learning,28,2,vep,filler,shirt,0,obj4_3
3,77,Conflict-first,learning,29,2,kuabid,filler,sandwich,0,obj2_2
3,77,Conflict-first,learning,30,2,dax,filler,strawberry,0,obj2_3
3,77,Conflict-first,learning,31,2,smick,filler,car,0,obj4_1
3,77,Conflict-first,learning,32,2,channer,filler,notebook,1,obj3_1
3,77,Conflict-first,learning,33,3,glemp,filler,apple,0,obj4_1
3,77,Conflict-first,learning,34,3,heek,filler,tuba,0,obj4_2
3,77,Conflict-first,learning,35,3,toma,filler,goggles,1,obj1_3
3,77,Conflict-first,learning,36,3,ruftin,filler,lamp,0,obj3_2
3,77,Conflict-first,learning,37,3,nortle,filler,pants,0,obj2_2
3,77,Conflict-first,learning,38,3,vep,filler,bus,0,obj2_3
3,77,Conflict-first,learning,39,3,kuabid,filler,apple,0,obj3_3
3,77,Conflict-first,learning,40,3,dax,filler,shoe,1,obj1_4
3,77,Conflict-first,learning,41,3,smick,filler,bat,0,obj2_2
3,77,Conflict-first,learning,42,3,channer,filler,notebook,0,obj3_4
3,77,Conflict-first,test,43,test,glemp,filler,apple,0,foil3_3_1
3,77,Conflict-first,test,44,test,heek,filler,drum,0,foil1_1_2
3,77,Conflict-first,test,45,test,toma,filler,goggles,1,target_3
3,77,Conflict-first,test,46,test,ruftin,filler,shovel,0,foil2_2_1
3,77,Conflict-first,test,47,test,nortle,filler,acorn,0,foil1_1_1
3,77,Conflict-first,test,48,test,vep,filler,bus,0,foil3_1_3
3,77,Conflict-first,test,49,test,kuabid,filler,banana,0,foil4_2
3,77,Conflict-first,test,50,test,dax,filler,shoe,1,target_4
3,77,Conflict-first,test,51,test,smick,filler,pencil,0,foil1_3_4
3,77,Conflict-first,test,52,test,channer,filler,screwdriver,0,foil1_1_3
3,77,Conflict-first,test,53,test,yate,target,sunflower,0,foil3_1_4
3,77,Conflict-first,test,54,test,fendle,target,ruler,0,foil3_1_4
3,77,Conflict-first,test,55,test,mipen,target,stapler,0,foil3_4_1
3,77,Conflict-first,test,56,test,zum,target,clover,0,foil1_3_2
3,77,Conflict-first,debrief,other languages,NA,NA,NA,NA,NA,no
3,77,Conflict-first,debrief,Cheat,NA,NA,NA,NA,NA,My data is good
3,77,Conflict-first,debrief,Strategies,NA,NA,NA,NA,NA,I tried to come up with a mnemonic for each word.
3,77,Conflict-first,debrief,WriteDown,NA,NA,NA,NA,NA,no
3,77,Conflict-first,debrief,Other,NA,NA,NA,NA,NA,no
3,78,Conflict-first,learning,1,1,glemp,filler,glove,0,obj1_1
3,78,Conflict-first,learning,2,1,heek,filler,pliers,0,obj3_1
3,78,Conflict-first,learning,3,1,toma,filler,flute,0,obj2_1
3,78,Conflict-first,learning,4,1,ruftin,filler,saw,0,obj3_1
3,78,Conflict-first,learning,5,1,nortle,filler,acorn,0,obj1_1
3,78,Conflict-first,learning,6,1,vep,filler,scissors,0,obj4_1
3,78,Conflict-first,learning,7,1,kuabid,filler,dresser,0,obj4_1
3,78,Conflict-first,learning,8,1,dax,filler,pinecone,0,obj3_1
3,78,Conflict-first,learning,9,1,smick,filler,sandwich,0,obj1_1
3,78,Conflict-first,learning,10,1,channer,filler,screwdriver,0,obj3_1
3,78,Conflict-first,learning,11,1,yate,target,shuttlecock,0,obj3_1
3,78,Conflict-first,learning,12,1,fendle,target,ruler,0,obj4_1
3,78,Conflict-first,learning,13,1,mipen,target,violin,0,obj2_1
3,78,Conflict-first,learning,14,1,zum,target,train,0,obj2_1
3,78,Conflict-first,learning,15,1,yate,target,apple,1,obj2_1
3,78,Conflict-first,learning,16,1,fendle,target,bookcase,1,obj3_1
3,78,Conflict-first,learning,17,1,mipen,target,bat,1,obj4_1
3,78,Conflict-first,learning,18,1,zum,target,banana,1,obj2_1
3,78,Conflict-first,learning,19,2,yate,target,apple,1,obj1_2
3,78,Conflict-first,learning,20,2,fendle,target,bookcase,1,obj1_3
3,78,Conflict-first,learning,21,2,mipen,target,bat,1,obj1_4
3,78,Conflict-first,learning,22,2,zum,target,banana,1,obj1_2
3,78,Conflict-first,learning,23,2,glemp,filler,tuba,0,obj2_1
3,78,Conflict-first,learning,24,2,heek,filler,shovel,0,obj4_4
3,78,Conflict-first,learning,25,2,toma,filler,shuttlecock,0,obj4_3
3,78,Conflict-first,learning,26,2,ruftin,filler,hat,1,obj1_3
3,78,Conflict-first,learning,27,2,nortle,filler,ruler,1,obj3_3
3,78,Conflict-first,learning,28,2,vep,filler,pineapple,1,obj1_4
3,78,Conflict-first,learning,29,2,kuabid,filler,flute,1,obj3_3
3,78,Conflict-first,learning,30,2,dax,filler,train,0,obj4_3
3,78,Conflict-first,learning,31,2,smick,filler,car,0,obj4_1
3,78,Conflict-first,learning,32,2,channer,filler,hammer,0,obj4_1
3,78,Conflict-first,learning,33,3,glemp,filler,apple,0,obj4_1
3,78,Conflict-first,learning,34,3,heek,filler,pinecone,0,obj3_1
3,78,Conflict-first,learning,35,3,toma,filler,phone,0,obj3_4
3,78,Conflict-first,learning,36,3,ruftin,filler,hat,1,obj1_3
3,78,Conflict-first,learning,37,3,nortle,filler,headphone,1,obj1_1
3,78,Conflict-first,learning,38,3,vep,filler,pineapple,1,obj1_4
3,78,Conflict-first,learning,39,3,kuabid,filler,bed,0,obj3_4
3,78,Conflict-first,learning,40,3,dax,filler,bag,0,obj4_4
3,78,Conflict-first,learning,41,3,smick,filler,pencil,1,obj1_2
3,78,Conflict-first,learning,42,3,channer,filler,pencil,0,obj2_4
3,78,Conflict-first,test,43,test,glemp,filler,glove,0,foil1_3_2
3,78,Conflict-first,test,44,test,heek,filler,pliers,0,foil1_3_4
3,78,Conflict-first,test,45,test,toma,filler,screwdriver,0,foil2_2_4
3,78,Conflict-first,test,46,test,ruftin,filler,hat,1,target_3
3,78,Conflict-first,test,47,test,nortle,filler,acorn,0,foil1_1_1
3,78,Conflict-first,test,48,test,vep,filler,pineapple,1,target_4
3,78,Conflict-first,test,49,test,kuabid,filler,tuba,0,foil2_3_3
3,78,Conflict-first,test,50,test,dax,filler,pinecone,0,foil1_3_4
3,78,Conflict-first,test,51,test,smick,filler,sandwich,0,foil1_3_2
3,78,Conflict-first,test,52,test,channer,filler,screwdriver,0,foil1_3_4
3,78,Conflict-first,test,53,test,yate,target,apple,1,target_2
3,78,Conflict-first,test,54,test,fendle,target,bookcase,1,target_3
3,78,Conflict-first,test,55,test,mipen,target,bat,1,target_4
